c,1.0018575365543365,c,7.021631763252148,c,2.9999275647029306,fourteen
c,1.0010379658937454,h,0.5229919131195349,e,4.214176687849053,draw
c,1.0017817915678024,h,0.6980845124017473,f,3.7198851289507866,fifteen
d,0.9989766252040863,b,2.9518667115682042,d,0.9879154575396343,fourteen
d,0.9986800318956375,g,8.42953554029863,h,1.9435636595668435,eight
c,2.0017558979988097,c,3.3288626304761806,h,2.423683713159481,thirteen
d,0.9987534847259522,g,2.354562833569692,h,6.0296484165408195,thirteen
d,0.999053269803524,a,2.5381008588318554,g,5.46715648349348,twelve
d,0.9988748735189438,b,2.695261405231856,d,0.5046010920543382,five
d,0.9986933072805405,g,8.419304565791832,g,7.496111833048043,fifteen
d,0.9984221254587173,b,1.0499174612008744,f,2.9980910911560086,fourteen
d,0.998474222779274,g,8.311420705223124,f,5.181537954477895,two
d,0.9989197653532028,c,6.654133079821392,h,0.5389259326728219,nine
d,0.9989939806461334,c,3.1638360094577527,a,5.440384231323867,fourteen
d,0.998814379811287,b,6.58688318125247,f,0.4726726101043497,five
d,0.9985981169939041,d,0.4991235474392195,d,3.630111270266936,four
c,3.0017109357118605,h,7.514401699918646,b,5.56176328137582,nine
d,0.9992697276473045,c,6.757658481826695,g,7.052217771210195,eight
d,0.9988990511894226,g,2.2538825887023215,f,7.419459047129043,sixteen
d,0.9993496530056,c,2.82419325891642,c,0.5063434277685416,thirteen
d,0.9985616855621338,c,2.8382137047144878,f,1.4068589138216934,thirteen
d,0.9986735316514969,d,2.5753183263377304,e,0.48863185308733514,fourteen
d,0.998423445224762,c,2.4996374771099057,d,3.823404775339042,four
c,2.0019050977230073,h,8.09062428689315,a,7.365015601364121,thirteen
c,1.0018545883893966,h,7.76663409877179,h,0.5100932902729379,thirteen
d,0.9990406254529953,a,8.464718895730437,h,2.1112416207188534,twelve
d,0.998412768125534,d,2.47183722820879,c,5.419648613712397,fourteen
d,0.9982776609659195,d,2.4554550667360706,a,3.4997369624927384,fourteen
d,0.9989904074668884,b,6.6732537170568555,d,0.8686780944366173,twelve
c,1.001700684070587,g,8.44168746020416,h,5.5575738985542324,fifteen
c,1.0015792953968048,h,0.5765038057481974,h,0.4722041078534315,draw
d,0.9989099460840225,b,3.1005547131615416,g,7.232000582173772,fourteen
d,1.9981605288982391,a,4.180178240723506,g,5.557722160909417,fourteen
d,0.9989105594158173,b,6.849525224746135,b,2.165905611317349,fourteen
d,0.998257413983345,d,2.498081624495047,g,5.835104378770936,fourteen
d,1.0001193777024746,c,6.671326035891044,h,0.4831240658936605,eleven
d,0.9981376544237137,b,7.047732890507806,g,5.5559348037002305,fourteen
c,3.001374002814293,h,3.2686711826424926,e,5.558034414212835,fifteen
d,0.9984371031522751,d,2.455051667515008,g,2.998017784595492,fourteen
c,3.0014744353294374,h,0.5086648523037469,h,4.766343704101667,twelve
c,2.0018141058683394,h,3.172670664419028,g,5.562469564133761,twelve
d,0.9984479752779007,a,4.484019544241081,d,5.431011362041038,fifteen
c,1.001597853899002,h,2.877602530064001,e,7.503401638079598,fifteen
d,0.9985190670490265,c,0.699112175805895,d,0.476993493195749,thirteen
c,1.0018322395086288,e,0.8579809120022563,d,8.000290976076966,thirteen
d,0.9982198731899261,g,7.482624868345466,e,7.206268078788074,fourteen
c,2.0017675238847734,h,1.0555523220114469,a,3.7396077193496824,four
d,0.9991778923869133,c,3.388775841039892,h,0.742726732318521,thirteen
c,2.0018322422504427,c,3.0542115695971312,g,0.5634221625061362,fourteen
c,1.0017685265541076,h,3.8803856149191986,c,3.0009541725516344,nine
c,1.0017802698612213,e,1.9614074369353558,c,5.55153299087692,thirteen
d,0.9993644441366196,f,0.4745035008382461,f,0.47164177425253906,twelve
d,0.9986649553775787,e,1.3068012640683824,f,6.168618896313878,thirteen
c,1.001638183951378,h,7.336488847292878,h,0.5135806986969684,thirteen
d,0.9981355550289154,c,3.0130809688042537,g,2.4065181691052335,thirteen
c,1.0017847422361374,h,2.1616215570959816,g,7.467192626723967,fifteen
d,0.9986534186601639,b,6.671108822304717,h,0.4875682922878479,thirteen
c,1.0017516050338746,h,6.623604079836229,h,0.4887936928285719,eight
d,0.9982509508132934,b,7.338719146206874,f,5.464091162433221,zero
c,2.0016328922510147,e,7.939397702415586,a,7.481357409782585,thirteen
d,0.9982598475217819,g,7.4491250672290885,e,4.910488614412328,fourteen
c,2.001753469109535,h,6.992806793122178,g,5.541444633697754,five
d,0.9986234298944473,a,8.446014862708704,h,0.9927972164842569,fourteen
d,0.998920454621315,e,1.0916957607003552,e,7.442306597212127,fifteen
d,0.9986965930461884,c,0.6599781467387376,c,0.5630774200573402,fourteen
d,0.9985602459907532,a,8.49238561196471,a,7.481166658655842,fourteen
d,0.9989286812543869,a,8.18220437225588,b,5.505463565857262,twelve
d,0.9981538434028625,c,0.5801262162692797,c,0.7110743894270176,fourteen
d,0.9989106963872909,f,0.5071372124918117,f,3.792158765970581,twelve
d,1.9982899831533432,b,7.187011326936279,d,4.18942057169252,fourteen
d,0.9988049628734589,g,2.1602030745349787,b,5.439096736159711,thirteen
c,1.0018129066228867,h,0.8603643346757047,f,3.89471646163422,three
c,1.001832522392273,h,1.80577631478745,h,3.0010078403949763,nine
d,0.9989365371465683,a,8.478413902383835,b,5.563182614573172,thirteen
d,0.9982063193321228,c,2.6663621444476027,g,5.560705643154853,eleven
d,0.9985329089164734,f,2.4776871093230146,a,5.433201204086178,draw
d,0.9985428649187088,g,1.7915008056522053,f,4.3406826390255056,thirteen
d,0.9992951993942261,c,0.6746419785814162,f,5.356884132262848,eleven
c,1.0015852760076522,h,0.8634888283597719,g,7.198210040602415,draw
d,0.9982079985141754,b,7.381990622986462,c,7.1996516983089895,draw
c,2.001858358860016,h,7.645005070947903,g,7.4222588301795565,thirteen
d,0.9983790271282196,g,7.899217301935657,f,5.824919919091484,fourteen
d,0.9984295426607132,d,0.5010245936732984,h,0.4774192745149731,eight
d,0.9992933914065361,g,8.375979098560594,h,1.1137901540303101,nine
