L,4.998215928435326,5.001999932527542,2.998,4
L,3.998481917977333,4.001995749950409,2.002,1
R,2.9980708075761795,2.0019999177455903,2.998,4
L,4.998494829654693,3.0019964532852175,0.998,2
R,0.998135919213295,2.001999999642372,2.998,4
L,3.9980549139976502,3.0019996935129165,4.998,2
R,1.9982652405500412,1.0019637204408645,2.0019713524580003,1
L,0.9982624417543411,2.0019979138374326,2.002,3
L,3.9980589623451235,2.0019953734874725,3.0019998832941055,3
R,1.9982769203186035,4.001996260404587,2.002,2
R,1.998579129934311,4.0019371873140335,2.002,1
R,0.9986627378463745,5.001999998450279,2.998,4
L,1.9985704129934312,4.001954181194305,2.002,1
L,3.9981052578687666,4.000303103089332,1.002,2
L,1.9981748527288437,4.001994933605194,1.0019999997615814,2
R,0.9985621699094772,2.001999993085861,2.998,3
L,4.998107001543045,5.001996571660042,3.998,5
L,4.998191251397133,5.001997657775879,2.998,2
R,2.9982019847631456,2.001999318480492,4.998,3
R,1.9982546385526656,3.001997815489769,0.9980000392198562,2
R,2.998097689151764,1.0019997096061706,4.998000000357628,3
R,1.9981141430139542,3.001998584508896,4.998,4
R,2.9981695915460587,2.0019999960660932,2.998,3
L,3.9980353434085845,3.0019946105480195,3.0019912623167038,1
L,1.998135444521904,4.001998519897461,5.001807502150536,3
R,1.9993622879385948,3.0019973385334016,0.9980387642383576,2
R,2.9991850340366364,4.0019833561182026,2.002,3
R,2.9986835670471192,3.001999759197235,4.998,3
L,3.998196917653084,5.001998821854591,3.998,5
L,3.9981400744915008,4.00198984670639,2.002,1
R,0.9981513257026673,2.0019991211891175,3.998,4
L,3.9984056006669997,3.0019932532310487,0.9980000011920929,2
L,1.9981562110185622,3.001997407197952,0.998,2
R,0.998146915435791,2.001999957561493,3.9980001306533812,5
L,4.9981618200540545,5.001999992966652,2.998,1
L,4.998253901481628,3.001994886159897,0.998,2
R,2.998548027396202,2.001999778151512,2.998008941292763,3
L,4.998188063979149,3.00199376475811,0.998,2
R,2.9981048796176912,1.0019999897480012,2.998,4
R,0.998191024184227,2.0019999990463258,2.998,3
L,4.998124732494354,5.001999910831452,4.998,3
L,4.998678050160408,4.001967822670936,2.002,2
L,4.998083106398583,4.001999940395355,1.0019999970197677,1
R,0.998451082110405,2.002,3.998,5
R,2.998050588607788,1.0019995194673539,2.998,4
R,2.9985498498678207,1.001999534368515,4.998,3
R,1.9993034835457801,4.0019932159185405,2.002,1
R,0.9980723080635071,2.0019999990463258,2.998,4
R,0.9986854341030121,2.001999996781349,2.998,3
L,3.998037242889404,2.001998537182808,4.998,3
R,2.9989580236673357,4.001995233535767,2.002,1
R,0.9984515647888184,1.0019999479055404,4.998,4
L,3.9981964896917344,3.0019928522109987,0.998,2
R,2.9983870377540587,2.0019997106790544,2.002,1
R,0.9980674197673798,2.001999967455864,3.998,4
L,4.998092094540596,3.0019997993707657,0.998,2
R,0.9980423905849457,2.0019999997615816,2.998,4
R,2.9980878349542617,1.0019998425245285,3.998,4
R,1.9989302760362626,4.001997638106346,2.002,2
R,1.9982262766361236,1.001998259663582,4.998,4
L,3.9980397435426713,3.001997192978859,0.9980002610683442,2
R,0.9980515528917313,2.001999991893768,2.998,4
L,3.998025484442711,3.0019991681575777,4.998,2
L,1.9983507009744643,4.001997806668282,1.002,1
L,1.9980957150459289,3.0019986327886583,4.998,2
L,3.998217965006828,5.001997232913971,2.998000000476837,1
R,1.9983820477724075,4.001993871212005,2.0019999997615816,4
L,3.998089923739433,4.0019988644123075,1.00199999833107,1
R,2.9995646550655364,3.001990147590637,3.000341335594654,2
L,3.9981278713941575,4.00198495221138,2.002,1
R,1.9983180856704712,4.001993775844574,2.002,1
L,4.998057467937469,3.001999913573265,4.998,3
L,4.9982230999469754,5.00199942779541,3.998,5
L,3.99805832195282,2.001995345115662,2.002,3
L,4.998165444254875,5.001999232649803,2.998,5
R,0.9982939765453339,2.0019999985694885,2.998,4
L,4.998075326561928,3.00199968791008,4.998,3
B,2.0002682929635047,4.001999082565308,2.002,1
R,3.9981713240146637,2.00199999165535,2.998,3
L,4.998079266667366,4.001998776197434,1.001999977827072,2
R,0.9983555307388305,1.0019993634223938,4.001708476543427,5
R,2.9987728500366213,5.001999984502793,2.998,4
L,4.998133452296257,5.001999858021736,4.998,4
L,4.998321407556534,5.001994838476181,2.998,4
R,0.9981085578203202,3.0019999994039535,4.998,3
L,3.998350167989731,3.001952550530434,1.0019961068630219,1
R,2.99801681804657,1.0019998507499694,4.998,4
L,4.998217953801155,3.001999218940735,4.998,2
L,4.998230579137802,5.001999971151352,2.998,5
L,3.9981951934099196,2.001993040442467,2.002,3
R,1.9985512852668763,4.0019997360706325,2.002,4
R,2.0002356097847223,4.001995459556579,2.002,1
L,3.998264757990837,3.0019925162792207,4.998,2
R,0.9983893148899078,2.001999997615814,2.998,4
R,0.9980624096393585,2.0019999911785127,3.998,4
L,4.998434409976006,4.001998425602913,0.998015456199646,2
L,3.9985482248067856,4.001987122535706,2.002,1
L,3.998212395787239,4.001410691022873,2.002,1
R,0.9984204967021942,5.001999999761582,2.998,4
L,4.998074325203896,3.0019985854625704,4.998,3
R,2.9980623809099196,1.0019987726211548,3.998,5
L,4.998402796626091,3.0019999433755875,0.998,2
L,3.9981502933502195,3.001999696612358,0.998,2
R,0.9980450265407562,2.0019999994039535,2.998,4
L,3.9982572449445724,4.00197323012352,2.002,1
R,1.9986700928211212,3.0019976826906203,4.998,4
L,3.9982510375976563,4.001999709844589,2.002,1
R,1.998363299369812,4.0019935840368275,2.002,1
L,1.9981406066417695,4.001979047775269,2.002,1
L,3.9982686650753023,3.001996150612831,0.998,2
R,1.998351655960083,4.001978319048882,2.002,2
L,3.998438358902931,2.001997499346733,2.002,1
R,4.9980998049974446,5.001999970316887,2.998,4
